c_classid;c_instanceid;c_price;c_offers;c_popularity;c_rarity;c_quality;c_heroid;c_slot;c_market_name;c_name_color;c_pop
1354050097;480085569;51500;1;0;"Промышленное качество";"Прямо с завода";47;Обыч.;"AWP | Солнце в знаке Льва (Прямо с завода)";D2D2D2;1234
1354052378;188530139;10000;3;8;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;685
1354056676;302028390;6300;1;0;Ширпотреб;"После полевых испытаний";19;Обыч.;"Tec-9 | Бамбуковые заросли (После полевых испытаний)";D2D2D2;155
1354067526;188530139;10000;1;3;Запрещенное;"После полевых испытаний";47;Обыч.;"AWP | Бог червей (После полевых испытаний)";D2D2D2;624
1354073030;188530139;124900;1;0;Тайное;"Прямо с завода";17;Обыч.;"M4A1-S | Сайрекс (Прямо с завода)";D2D2D2;1000
1354077727;188530139;11000;1;5;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;621
1354078471;188530139;5000;1;0;"Армейское качество";"Немного поношенное";17;Обыч.;"AK-47 | Элитное снаряжение (Немного поношенное)";D2D2D2;1000
1354079718;188530139;315243;1;0;Тайное;"Немного поношенное";17;Обыч.;"AK-47 | Вулкан (Немного поношенное)";D2D2D2;1037
1354093296;188530139;171500;1;0;Тайное;"После полевых испытаний";47;Обыч.;"AWP | Скоростной зверь (После полевых испытаний)";D2D2D2;1000
1354095006;188530139;8000;1;1;Запрещенное;"После полевых испытаний";47;Обыч.;"AWP | Бог червей (После полевых испытаний)";D2D2D2;854
1354098915;188530139;75000;1;3;Засекреченное;"После полевых испытаний";47;Обыч.;"AWP | Красная линия (После полевых испытаний)";D2D2D2;853
1354114716;188530139;148428;2;4;Тайное;"После полевых испытаний";17;Обыч.;"AK-47 | Аквамариновая месть (После полевых испытаний)";D2D2D2;1031
1354116363;188530139;10000;1;2;Запрещенное;"После полевых испытаний";47;Обыч.;"AWP | Бог червей (После полевых испытаний)";D2D2D2;610
1354125897;188530139;19900;1;0;Тайное;"После полевых испытаний";3;Обыч.;"MAC-10 | Неоновый гонщик (После полевых испытаний)";D2D2D2;1000
1354131432;188530170;39900;1;0;Запрещенное;"Немного поношенное";47;StatTrak™;"StatTrak™ AWP | Бог червей (Немного поношенное)";CF6A32;990
1354151426;143865972;18500;13;44;"базового класса";;1;Обыч.;"DreamHack Cluj-Napoca 2015 Legends (Foil)";D2D2D2;1112
1354151428;143865972;51183;9;6;"базового класса";;1;Обыч.;"DreamHack Cluj-Napoca 2015 Challengers (Foil)";D2D2D2;926
1354151429;143865972;15500;13;6;"базового класса";;1;Обыч.;"Autograph Capsule | Challengers (Foil) | Cluj-Napoca 2015";D2D2D2;1343
1354151430;143865972;9999;104;45;"базового класса";;1;Обыч.;"Autograph Capsule | Legends (Foil) | Cluj-Napoca 2015";D2D2D2;1069
1354151431;143865972;1800;104;126;"базового класса";;1;Обыч.;"Autograph Capsule | Ninjas in Pyjamas | Cluj-Napoca 2015";D2D2D2;1180
1354151432;143865972;1800;58;44;"базового класса";;1;Обыч.;"Autograph Capsule | Team Dignitas | Cluj-Napoca 2015";D2D2D2;1286
1354151433;143865972;2197;64;16;"базового класса";;1;Обыч.;"Autograph Capsule | Counter Logic Gaming | Cluj-Napoca 2015";D2D2D2;1052
1354151434;143865972;2300;60;15;"базового класса";;1;Обыч.;"Autograph Capsule | Vexed Gaming | Cluj-Napoca 2015";D2D2D2;1114
1354151435;143865972;1999;52;31;"базового класса";;1;Обыч.;"Autograph Capsule | Flipsid3 Tactics | Cluj-Napoca 2015";D2D2D2;1319
1354151436;143865972;1899;59;264;"базового класса";;1;Обыч.;"Autograph Capsule | Team Liquid | Cluj-Napoca 2015";D2D2D2;1070
1354151437;143865972;2400;23;19;"базового класса";;1;Обыч.;"Autograph Capsule | mousesports | Cluj-Napoca 2015";D2D2D2;1271
1354151438;143865972;2249;59;381;"базового класса";;1;Обыч.;"Autograph Capsule | Natus Vincere | Cluj-Napoca 2015";D2D2D2;1025
1354151439;143865972;1900;104;266;"базового класса";;1;Обыч.;"Autograph Capsule | Virtus.Pro | Cluj-Napoca 2015";D2D2D2;1124
1354151440;143865972;2700;25;38;"базового класса";;1;Обыч.;"Autograph Capsule | Cloud9 | Cluj-Napoca 2015";D2D2D2;1424
1354151441;143865972;1790;111;84;"базового класса";;1;Обыч.;"Autograph Capsule | G2 Esports | Cluj-Napoca 2015";D2D2D2;1388
1354151442;143865972;2245;30;84;"базового класса";;1;Обыч.;"Autograph Capsule | Titan | Cluj-Napoca 2015";D2D2D2;1283
1354151443;143865972;1870;89;48;"базового класса";;1;Обыч.;"Autograph Capsule | Team SoloMid | Cluj-Napoca 2015";D2D2D2;1076
1354151444;143865972;2020;215;563;"базового класса";;1;Обыч.;"Autograph Capsule | Team EnVyUs | Cluj-Napoca 2015";D2D2D2;1139
1354151445;143865972;2000;64;347;"базового класса";;1;Обыч.;"Autograph Capsule | Fnatic | Cluj-Napoca 2015";D2D2D2;1212
1354151446;143865972;2280;56;47;"базового класса";;1;Обыч.;"Autograph Capsule | Luminosity Gaming | Cluj-Napoca 2015";D2D2D2;1086
1354160557;188530139;18800;1;1;Засекреченное;"После полевых испытаний";17;Обыч.;"M4A4 | 龍王 (Король драконов) (После полевых испытаний)";D2D2D2;1059
1354163419;188530139;8800;1;0;Запрещенное;"Немного поношенное";17;Обыч.;"M4A4 | Злобный дайме (Немного поношенное)";D2D2D2;1000
1354174440;188530139;14000;1;9;Запрещенное;"Прямо с завода";47;Обыч.;"AWP | Бог червей (Прямо с завода)";D2D2D2;808
1354175741;188530139;8500;3;21;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;786
1354194428;188530139;18500;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"M4A4 | 龍王 (Король драконов) (После полевых испытаний)";D2D2D2;829
1354220602;188530139;11000;2;0;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;629
1354223320;188530139;3999;1;0;"Армейское качество";"Немного поношенное";17;Обыч.;"AK-47 | Элитное снаряжение (Немного поношенное)";D2D2D2;578
1354225821;188530139;11000;1;0;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;652
1354234042;188530139;8110;2;0;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;832
1354236779;188530139;11500;1;1;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;595
1354263215;188530170;129800;1;0;Засекреченное;"Немного поношенное";17;StatTrak™;"StatTrak™ M4A1-S | Атомный сплав (Немного поношенное)";CF6A32;1133
1354272310;188530139;7200;1;5;Запрещенное;"Прямо с завода";19;Обыч.;"USP-S | Страж (Прямо с завода)";D2D2D2;890
1354291560;188530139;297000;1;0;Тайное;"Прямо с завода";47;Обыч.;"AWP | Удар молнии (Прямо с завода)";D2D2D2;1223
